screen_name,device_count,fav_avg,fav_max,fav_std,fav_total,len_mean,rt_avg,rt_max,rt_std,rt_total,time_delta,follower,friends,eleted
mwinnington,5,0.637168142,19,2.107978719,72,125.619469,492.7079646,18964,2371.32393,55676,0.276785714,717,350,0
jeremy4glos,4,0.618421053,12,1.669912583,47,116,287.25,4267,722.2554244,21831,0.426666667,731,612,1
juliejonesevans,3,1.137931034,7,1.686132852,132,118.2413793,122.2413793,13766,1272.326864,14180,0.27826087,884,650,1
mthrel,3,3.100840336,35,6.285096361,369,112.4033613,94.78991597,4023,471.1571643,11280,0.271186441,2312,1903,0
Bobby_Dean,4,2.186335404,39,4.057360414,352,109.1801242,20.8757764,902,102.2288723,3361,0.2,1502,1741,1
rheawolfson,4,27.85820896,760,88.6542128,3733,109.1119403,839.9552239,38841,4197.501058,112554,0.240601504,5000,2923,1
mpntod,4,0.566037736,16,1.96679448,60,120.3018868,782.6603774,11976,2076.177769,82962,0.304761905,3669,3510,1
AledMorganH,3,2.738372093,48,6.395504755,471,113.6686047,113.122093,7740,616.9773206,19457,0.187134503,1590,1484,1
sarahjolney1,4,20.8490566,298,44.88702642,2210,114.3113208,61.05660377,2003,227.4064946,6472,0.304761905,5000,626,0
RykDownes,3,0.763888889,37,4.426853208,55,105.3611111,347.9166667,14581,1770.314283,25050,0.422535211,679,442,1
Mark_Spencer,1,1.152173913,6,1.805395191,53,115.0869565,384.9130435,4988,981.548573,17706,0.711111111,5000,867,1
sheryllmurray,3,1.989071038,15,2.088189717,364,94.12021858,17.15846995,350,55.18842064,3140,0.17032967,5000,372,0
jordslw,2,0.56,3,0.80399005,14,104.64,4.52,79,16.08258686,113,1.291666667,328,379,0
DanielMNorton,2,0.151456311,10,0.758366164,78,130.576699,892.807767,229701,10376.51521,459796,0.062256809,261,449,1
lucyvsalek,6,0.814184397,76,4.890091031,574,123.5319149,193.3716312,8974,765.191098,136327,0.045454545,2437,2300,0
margot_james_mp,4,5.2625,164,18.47683939,421,126,93.1625,2244,332.2634288,7453,0.367088608,5000,1140,1
KateGreenSU,6,6.583850932,95,13.60012742,1060,106.3850932,162.3416149,5325,612.9124151,26137,0.2,5000,1407,0
NewhamGreens,5,0.409638554,5,1.030102867,34,123.0240964,1995.698795,107377,12089.45417,165643,0.390243902,1276,1082,1
cllrccarubia,3,0.227272727,4,0.720454147,45,120.2727273,910.8838384,20215,2782.540256,180355,0.162436548,226,116,1
margarethodge,4,5.297297297,51,8.631697916,392,121.3918919,3.202702703,26,4.594296493,237,0.438356164,5000,1345,1
SteMorris,5,0.342105263,16,1.820106741,39,114.8947368,1357.929825,50472,5576.434977,154804,0.283185841,659,245,1
simonfell,5,2.33908046,22,3.289651357,407,102.3218391,118.362069,5056,487.8028513,20595,0.184971098,727,770,1
WarrenLFox,2,2.771428571,29,4.366009713,194,109.9857143,4.285714286,180,21.40770413,300,0.463768116,1866,2467,0
PaulforMP,5,1.413580247,12,2.862367711,229,124.4012346,980.9012346,23015,3219.609756,158906,0.198757764,315,230,1
shales73,2,0.968253968,74,6.586345312,122,125.5873016,614.7698413,12998,1971.773974,77461,0.24,686,1133,1
DNuttall,3,0.65,7,1.956399755,13,131.55,70.7,672,157.5478023,1414,1.421052632,5000,760,1
AndrewCreak,5,0.708333333,24,3.43364683,34,120.875,12.39583333,219,43.44620217,595,0.638297872,597,925,1
MartinChelt,6,3.324840764,287,17.83531049,1044,115.9203822,748.3980892,159471,9138.343312,234997,0.102236422,5000,5000,1
AndyD_Newman,2,0.171875,4,0.583310081,33,129.3854167,2031.734375,218523,15899.91887,390093,0.141361257,1830,1594,1
JenniferBrathwa,5,2.296875,11,2.859631136,147,118.6875,123.078125,7437,921.9467227,7877,0.507936508,2078,94,0
InclusionQuery,3,0,0,0,0,58.75,0,0,0,0,1,243,172,0
elis_wilson,4,1,8,2.118132783,37,124.027027,21.10810811,472,78.89739618,781,0.861111111,139,53,0
carlminns,4,0.621118012,18,1.730056185,100,101.4658385,262.9937888,14224,1360.201344,42342,0.2,2431,1146,1
GonulDaniels,3,4.764705882,50,8.114833272,810,119.9705882,53.65294118,2128,207.2934624,9121,0.189349112,2028,2564,0
CliveEfford,3,20.15294118,352,44.17545389,1713,121.3764706,59.44705882,1556,195.4611143,5053,0.380952381,5000,2506,1
fivanmierlo,2,1.580246914,12,2.739127542,128,111.5925926,121.654321,3221,521.3591961,9854,0.3875,436,850,1
GreenbankGreens,4,0.09939759,6,0.610450849,33,130.1777108,290.753012,15254,1250.821595,96530,0.096676737,638,547,0
GradySNP,6,16.85882353,473,39.25456974,5732,128.0705882,833.5088235,229702,12514.60318,283393,0.09439528,5000,3233,0
AlexSalmond,6,843.1276596,59855,6128.896451,79254,122.3510638,345.2340426,22057,2255.064487,32452,0.333333333,5000,671,1
Meg_HillierMP,3,8.028776978,139,18.94936169,1116,125.5107914,185.9568345,14492,1349.184555,25848,0.231884058,5000,4786,1
holliedevanney,4,1.889908257,9,2.461965537,206,118.2477064,172.3486239,8307,961.8352715,18786,0.277777778,908,779,1
JoyceOnstad,5,1.295454545,9,1.835007375,114,118.9545455,25.76136364,1348,151.0218974,2267,0.367816092,568,816,1
flynnhc,6,1.758530184,31,4.007795808,670,127.6824147,400.2939633,60877,3265.013865,152512,0.084210526,1440,812,1
bernardjenkin,4,3.407407407,21,4.716081701,184,103.8703704,72.88888889,1224,211.899755,3936,0.603773585,5000,576,0
johnmcdonnellMP,6,405.8603604,8870,955.9754951,90101,131.4954955,1652.423423,25435,3496.68403,366838,0.14479638,5000,5000,0
jon_trickett,3,35.60507246,924,90.68211624,9827,112.75,563.6702899,50530,3451.055004,155573,0.116363636,5000,788,0
clrandrewcooper,3,2.811965812,40,6.139310944,329,115.2478632,39.88888889,1914,197.9578984,4667,0.275862069,3503,1078,1
LouiseEllman,3,5.055555556,21,7.670087804,91,119.7777778,318.8333333,5592,1279.020035,5739,1.882352941,5000,581,0
StephenTwigg,3,13.25503356,105,20.20039018,1975,129.8322148,1109.805369,80502,9070.782031,165361,0.216216216,5000,3654,1
AndyMcDonaldMP,3,7.62962963,38,10.98027912,412,126,1433.203704,42436,6055.211665,77393,0.603773585,5000,1389,0
andreajenkyns,4,15.55752212,625,59.2559975,1758,117.2566372,13.74336283,347,49.771474,1553,0.285714286,5000,2353,1
crimicans98,1,8.25,129,23.61540811,231,107.0714286,43.96428571,617,132.0607225,1231,1.185185185,942,553,0
Drew1403,3,0.661016949,15,2.096083268,39,115.5932203,236.1355932,3146,499.1549964,13932,0.534482759,594,1056,1
green_mac,4,2.887096774,67,8.747543137,179,121.1774194,849.4354839,50645,6376.981566,52665,0.491803279,1078,983,1
kevcow,3,0.725490196,10,1.663665117,74,98.10784314,224.8137255,10532,1179.848168,22931,0.316831683,1368,558,1
Neil4Preston,3,0.440677966,9,1.292365935,26,101.0169492,158.1694915,5928,780.4437276,9332,0.551724138,1163,1266,1
McCargo,3,0.25,6,0.668666871,52,96.12019231,0.403846154,23,1.847655639,84,0.154589372,591,1353,1
DomesticBits,6,0.606683805,12,1.145935729,236,106.6786632,631.8817481,89099,5388.595617,245802,0.082474227,1176,3474,0
darrenpaffey,3,1.553359684,21,3.028539901,393,126.7193676,576.9367589,16236,1954.045046,145965,0.126984127,1910,1030,1
jeanmedavis,3,0.87654321,8,1.502119622,71,118,50.81481481,1964,233.5113137,4116,0.4,508,142,0
sue_mcguire,5,7.761904762,43,8.714545924,326,131.6428571,24.42857143,512,78.84316646,1026,0.756097561,1298,1096,1
UKIPRedvers,2,0.307189542,6,0.802618637,47,116.9215686,402.1699346,12196,1519.398792,61532,0.210526316,1792,1571,1
MarieRimmer,2,6.1875,38,9.560457298,99,117.625,454.9375,6503,1569.512682,7279,1.4,5000,652,1
georgenturner,6,13.4805492,550,43.37144883,5891,107.3935927,105.1418764,15406,1032.031989,45947,0.073394495,5000,1272,0
Molly4Wstow,3,0.548387097,10,1.582947632,68,109.4516129,7.435483871,295,28.88945615,922,0.260162602,772,416,1
NigelQuinton,4,0.703703704,31,3.100953435,152,121.6481481,1025.736111,112883,7866.50242,221559,0.148837209,516,375,0
JaneBrophyLD,3,2.838235294,67,10.09262538,579,120.6617647,103.6176471,3089,302.2778083,21138,0.157635468,1752,916,1
IanMiddletonX,6,0.929577465,50,3.185901794,330,113.8450704,167.7521127,8131,758.5174535,59552,0.09039548,3391,1705,0
kev927riddy,2,0.185185185,4,0.630718014,15,109.4320988,88.83950617,4898,565.8866845,7196,0.4,1172,2195,0
Marshadecordova,5,5.462365591,160,16.06241799,1016,127.9516129,1355.102151,218526,16005.47789,252049,0.172972973,5000,2004,1
John2Win,2,18.47368421,252,45.8085663,1053,119.7719298,126.4210526,4519,599.5519657,7206,0.571428571,5000,1483,1
AllanBrame,3,0.296703297,4,0.748544456,27,108.4395604,75.42857143,1930,257.0639867,6864,0.355555556,162,250,0
ShabanaMahmood,1,0.764705882,29,3.959789236,52,123.8529412,6451.75,150594,20049.20141,438719,0.47761194,5000,579,0
Kate_HollernMP,4,1.408396947,194,12.55633132,369,131.4312977,1127.217557,22991,2964.536511,295331,0.122605364,5000,2037,1
Chris4BNC,4,7.982394366,233,21.45917447,2267,119.3943662,193.6338028,15730,1145.102123,54992,0.113074205,2227,592,0
fozziebecs,4,1.535,106,8.243104694,307,118.965,187.37,5885,633.2954153,37474,0.16080402,597,573,1
Tobias_Ellwood,3,51.52631579,558,110.0975812,2937,135.7192982,223.122807,1962,398.4956391,12718,0.553571429,5000,572,1
darrenpjones,3,4.230769231,31,5.43569182,550,89.87692308,44.81538462,5283,461.473956,5826,0.248062016,5000,2994,1
IvanLewis_MP,4,10.54545455,119,17.06484611,1624,120.0194805,121.7792208,7300,731.6808016,18754,0.202614379,5000,2620,0
NeilUKIP,3,4.01,93,13.35402187,401,118.53,115.92,4533,536.6161324,11592,0.323232323,5000,5000,1
AdamVanChelt,4,1.296202532,32,3.050770521,512,110.6708861,529.921519,127133,6447.781082,209319,0.081218274,1983,3818,1
GillianKeegan,3,1.657142857,8,2.228937699,116,123.9571429,31.64285714,1218,156.7804685,2215,0.434782609,3321,626,0
DebWiseUnger,4,0.857142857,23,2.539484119,126,124.8503401,377.0272109,16236,1678.384289,55423,0.198630137,676,502,1
LindsayHoyle_MP,5,27.33333333,120,20.37700229,1476,115.3518519,11.51851852,51,9.142373346,622,0.603773585,5000,1865,0
ChrisM4Chester,5,2.59375,26,6.537676264,83,119.875,263.9375,2772,623.1149542,8446,1.032258065,5000,897,1
PhilBoswellSNP,2,8.454545455,89,11.81445163,837,118.6363636,93.45454545,2702,304.2787555,9252,0.326530612,4347,1221,0
simonjcope,4,0.656934307,12,1.627491717,90,134.4014599,126.7153285,2838,380.3002454,17360,0.227941176,940,1577,1
DougChapmanSNP,4,8.114864865,375,32.34871727,1201,130.6013514,160.9594595,6045,634.6807654,23822,0.217687075,5000,3919,0
cara_hilton,5,4.486486486,42,7.942206634,498,132.2972973,689.5495495,12583,2000.131585,76540,0.290909091,4465,3746,1
isogrant,3,0.470588235,9,1.520955644,88,131.1871658,235.2887701,22145,1631.62247,43999,0.172043011,920,730,1
SamGyimah,4,4.446666667,196,18.67709352,667,122.66,680.96,22145,2513.829039,102144,0.214765101,5000,2025,1
StephenLloydEBN,1,14.71428571,109,24.58250027,309,135.7619048,22.9047619,143,38.84757118,481,1.6,4819,1461,1
joanryanEnfield,4,6.709923664,75,11.61631424,879,125.1908397,521.0687023,47745,4430.961628,68260,0.246153846,5000,805,1
LanaHylands,4,2.843373494,13,3.160303202,236,136.8433735,441.4819277,18096,2168.042598,36643,0.390243902,441,1643,1
HounslowGreens,3,0.428571429,4,0.979379229,12,95.92857143,7.5,140,27.88688888,210,1.111111111,839,1336,0
hinamalik85,5,0.592,18,1.456549347,148,97.272,32.076,1253,142.3861448,8019,0.128514056,943,264,1
decombustion,4,1.62371134,33,3.819058911,315,123.5103093,101.4587629,5578,513.3168882,19683,0.165803109,1532,1003,0
Jeremy_Newmark,8,2.32972973,357,18.80639432,862,125.8027027,263.6648649,67257,3587.938791,97556,0.086720867,5000,2955,0
DamianCollins,2,3.353846154,51,7.117542292,218,115.8,812.4923077,40378,5093.664007,52812,0.484375,5000,5000,0
Altany,3,0.464566929,7,1.296848242,59,117.2677165,396.8031496,23013,2114.038122,50394,0.246031746,2759,3061,1
barriefairbairn,1,0.528301887,6,1.206957403,28,113.3773585,867.6981132,31673,4451.592777,45988,0.615384615,269,726,0
DaveRaval,4,0.468309859,8,1.120731006,133,113.9683099,286.7464789,18722,1577.94408,81436,0.113074205,1180,1231,0
JamesMorris,1,8.666666667,43,10.03106287,130,124.6666667,11.66666667,91,22.18908641,175,2.071428571,5000,1847,1
HollyLynch5,3,10.22297297,218,27.19420172,1513,121.9256757,28.16891892,2330,190.6671923,4169,0.217687075,5000,1842,1
dianapwallis,5,0.650684932,11,1.519699257,95,107.8082192,204.9931507,21873,1844.770107,29929,0.220689655,1858,1181,0
EmmaJaneWallace,3,0.630769231,32,2.513772713,205,127.6707692,1143.126154,22192,2837.775135,371516,0.098765432,625,1269,1
horshamlabour,3,2.056603774,24,3.232588158,218,128.1509434,511.4622642,31675,3208.042259,54215,0.304761905,436,181,1
bkatenga,2,1.378378378,7,1.922151826,51,102.4594595,1.405405405,8,2.211266721,52,0.805555556,146,139,1
stormpoorun,4,0.93902439,21,2.553560694,77,126.6829268,96.02439024,3521,450.9305548,7874,0.382716049,1023,2341,1
vickyfoxcroft,2,6.32183908,162,20.33992408,550,123.9425287,341.862069,14491,1658.608911,29742,0.372093023,5000,2048,0
StephPitchers,5,0.357142857,10,1.060343661,95,125.4511278,548.2744361,56283,4179.941264,145841,0.120754717,1089,2823,1
NiaGriffithMP,4,14.80392157,56,12.41918126,755,117.2941176,259.5490196,12369,1712.816169,13237,0.64,5000,651,1
gavinshuker,2,7.811320755,75,16.21326804,414,116.6415094,90.47169811,1847,321.7019366,4795,0.615384615,5000,845,1
Puttick4Macc,4,3.775193798,26,4.510522255,487,130.9767442,37.79069767,3816,337.0871733,4875,0.25,732,697,0
emilyfermor,2,3.166666667,45,5.775907817,456,106.0069444,79.11805556,6526,571.41725,11393,0.223776224,684,737,1
stuartjeffery,3,0.487179487,6,1.083010876,19,119.7692308,458.3846154,11808,1887.764322,17877,0.789473684,1610,1659,1
Y_FovargueMP,3,3.489361702,51,8.039456794,328,117.9255319,168.9787234,4516,611.6473741,15884,0.344086022,5000,830,0
johnleechmcr,6,2.577868852,174,10.16574135,1887,111.5887978,391.8128415,96902,4430.23542,286807,0.04377565,5000,1312,0
JeffSmithetc,6,6.671497585,141,16.04065816,1381,125.0289855,494.2028986,24691,2367.125479,102300,0.155339806,5000,2361,0
Michael4MDNP,4,3.113636364,17,4.488449363,137,123.6590909,23,730,108.7655945,1012,0.720930233,4822,1031,1
owenlmeredith,4,6.435114504,109,13.01355678,1686,107.5839695,132.5343511,20592,1327.436517,34724,0.122605364,5000,1503,0
kathrynjanexo,2,0.565656566,17,1.596470958,112,101.8838384,73.28787879,5354,437.0302592,14511,0.116751269,369,391,0
MhairiBlack,5,74.70588235,1279,186.8302673,6350,131.2941176,1241.341176,18964,3109.588982,105514,0.380952381,5000,2695,1
FionaOnasanyaMP,5,0.81865285,28,2.859990987,158,118.0932642,614.626943,19085,2210.297531,118623,0.166666667,4491,594,0
sue_dann,8,3.505343511,81,7.37912584,2296,122.5725191,91.68854962,14126,656.7838066,60056,0.048929664,1543,1930,1
bjfletcher,3,4.093294461,134,11.81502411,1404,116.0728863,54.95918367,3890,296.4680988,18851,0.093567251,2687,2592,1
_JonathanEssex,3,0.892307692,7,1.510201993,58,122.3076923,66.23076923,2027,259.3997076,4305,0.4375,511,226,1
NickHurdUK,1,16.13793103,502,71.73332998,936,129.6724138,1597.051724,31278,4527.357955,92629,0.543859649,5000,1719,1
a_adeyemo,4,1.824362606,125,7.237201359,644,114.0651558,3336.101983,1086062,57727.94719,1177644,0.090909091,1251,1752,1
roisinlynchsdlp,4,1.558139535,29,4.862300755,67,127.2790698,31.30232558,877,130.9753279,1346,0.69047619,1075,787,0
philhutty,4,1.435897436,12,2.37286878,56,116.2820513,90.94871795,1660,300.6517663,3547,0.736842105,574,384,1
GPWebb,5,0.564705882,15,1.79834603,48,127.1294118,234.3411765,4913,662.6818517,19919,0.369047619,1188,2710,1
andrealeadsom,4,31.53846154,453,56.01732614,7790,123.7530364,102.8340081,5102,379.5308109,25400,0.12601626,5000,928,1
robjlinds,4,0.728915663,10,1.754170941,121,109.3674699,228.5963855,17323,1432.062473,37947,0.187878788,1056,1027,1
Sarah_C_Church,4,3.09,121,9.469788804,1236,111.9625,1026.05,218525,11455.30157,410420,0.080200501,1265,740,0
cmackinlay,4,3.822429907,49,6.755839404,409,133.682243,358.3925234,15414,1619.541978,38348,0.29245283,5000,960,0
warelane,4,1.347692308,11,2.048422109,438,84.21538462,31.26461538,2668,225.6654518,10161,0.098765432,5000,1303,1
Steven4Stirling,2,6.444444444,47,9.006307803,580,130.4,35.43333333,924,110.6003868,3189,0.359550562,5000,1984,0
RuthSmeeth,3,7.37037037,31,8.667299755,199,117.4074074,20.14814815,249,45.87398497,544,1.230769231,5000,918,1
mikenesbittni,2,26.98113208,524,81.37346713,1430,117.1132075,988.7924528,39756,5610.932167,52406,0.596153846,5000,710,1
DomGiles1,4,0.794871795,8,1.48374936,124,122.8333333,672.7115385,22191,2274.589622,104943,0.206451613,670,666,0
RhydianFitter,5,3.381818182,32,6.268219724,186,111.0727273,15.90909091,163,30.9699401,875,0.592592593,1513,634,1
GarethLibDem,4,0.218566392,18,1.022282101,186,131.7297297,298.7708578,38054,1697.415123,254254,0.037647059,1254,1662,1
Geoffrey_Cox,6,2.222222222,17,3.217237524,100,94.08888889,36.11111111,623,117.7517581,1625,0.681818182,5000,501,0
BorisJohnson,2,383.8695652,4453,639.3568307,52974,119.8985507,438.8333333,15414,1390.85451,60559,0.226277372,5000,179,0
greycoatlaw,0,,,,0,,,,,0,,353,356,0
MattWestern_,7,1.406504065,16,2.724487167,519,98.37398374,29.5203252,2674,197.7303336,10893,0.076086957,3259,1589,0
ianstotesbury,2,2.206896552,20,3.968664418,256,123.4224138,123.7586207,3034,338.7497709,14356,0.27826087,810,944,1
tessamunt,2,2.10326087,52,4.71758853,387,103.7554348,138.6086957,13483,1033.292631,25504,0.153005464,5000,1530,1
lizleffman,5,9.04,52,10.5393738,226,115.92,4.52,17,4.455288992,113,1.208333333,2548,163,1
AndyCroy,3,0.56,5,1.13419575,70,123.08,555.648,12367,1779.771029,69456,0.241935484,652,810,1
EmmaReynoldsMP,1,4.685185185,42,8.823000401,253,124.6296296,204.3703704,5455,985.1472779,11036,0.566037736,5000,2308,0
CarrieAHarper,3,2.652173913,42,8.625587293,61,118.7391304,25.82608696,458,93.10380003,594,0.818181818,1219,821,0
marygwengriff,3,0.696551724,7,1.396172788,101,116.1586207,334.6758621,14986,1550.088486,48528,0.201388889,822,617,1
nickherbertmp,3,2.641025641,19,4.548807561,103,121.4871795,89.79487179,2128,349.6377744,3502,0.842105263,5000,296,1
GloriaDePiero,2,11.175,164,21.72830815,894,94.9,100.7,6258,695.4964666,8056,0.405063291,5000,4982,1
DamianGreen,4,6.413793103,91,13.75341272,744,116.7413793,204.9137931,4986,665.6972695,23770,0.27826087,5000,840,0
DLidington,2,0.775423729,23,3.035871317,183,129.0635593,1312.957627,218526,14231.69353,309858,0.131914894,5000,2067,0
EilidhWhiteford,3,24.83783784,417,61.49028203,1838,128.3108108,292.7027027,9386,1247.788603,21660,0.397260274,5000,622,1
Wera_Hobhouse,3,4.920634921,90,10.23217498,930,116.9259259,138.5608466,17062,1247.580186,26188,0.170212766,5000,4446,0
GRobinsonDUP,2,1.679012346,39,5.442918517,136,117.5679012,29.90123457,1351,151.9405021,2422,0.375,5000,641,1
AlMcDonnellSB,3,4.670533643,90,7.820078829,2013,133.8399072,26.76566125,6938,337.2037028,11536,0.074418605,5000,1099,1
ScottDickinson0,2,2.106382979,87,12.54309006,99,117.6595745,634.6595745,18095,2819.453639,29829,0.652173913,865,1021,1
JuliePorksen,2,2.027027027,22,4.056935913,75,121.6486486,175.8378378,5885,952.4812125,6506,0.861111111,1665,2060,1
grahamstuart,3,4.372093023,137,20.6048349,188,110.6976744,88.27906977,811,180.5814028,3796,0.714285714,5000,2450,1
JamesLovatt,4,0.256267409,13,0.959374504,92,131.632312,4334.376045,1086049,58034.49034,1556041,0.089385475,1991,3549,0
radclifd,4,0.857142857,4,1.456862718,6,62.42857143,0,0,0,0,3.166666667,628,1289,0
uknoel,3,0.26984127,4,0.659637929,34,110.3333333,257.7619048,13766,1318.065745,32478,0.256,1157,974,0
Imran_HussainMP,4,4.927536232,228,21.02516471,1020,132.4879227,628.0966184,9437,1422.998566,130016,0.150485437,5000,822,0
JudithCummins,3,2.366666667,51,7.01815107,213,122.3888889,76.51111111,4680,491.5164798,6886,0.359550562,5000,1230,0
bingleyr,1,0.222222222,4,0.785674201,6,121.7407407,120.4444444,2747,515.7344517,3252,1.192307692,1662,1113,0
MaryMacleodUK,4,7.173469388,51,9.432927035,1406,125.5153061,92.57142857,1662,254.5457138,18144,0.164102564,5000,5000,0
TerenceSmith14,1,9.567164179,52,11.41251458,1282,120.2835821,149.9925373,18556,1596.588315,20099,0.240601504,1971,1824,1
karinsmyth,3,3.761316872,63,8.328679288,914,111.1687243,228.3662551,14491,1172.20019,55493,0.132231405,5000,1612,1
3RGJ,3,0.2,1,0.4,1,109.2,326.8,1633,653.1001148,1634,4.75,121,86,1
andyg2439,4,0.25,3,0.62249498,10,125.925,0.1,2,0.374165739,4,0.794871795,197,260,1
BattyeJanet,2,0.666666667,3,1.054092553,6,82.22222222,0.888888889,3,1.2862041,8,2.25,873,489,0
RastrickCrusade,2,0.375,3,0.992156742,3,108.875,14,109,35.90960874,112,3,156,286,1
